time,latitude,longitude,po4
2022-03-01,20.5,89.75,0.0012752316
2022-03-01,20.0,88.75,0.010106025
2022-03-01,20.25,88.25,0.005233897
2022-03-01,20.25,88.0,0.0033676643
2022-03-01,20.5,89.5,0.0010420975
2022-03-01,20.0,88.25,0.01076226
2022-03-01,20.75,90.0,0.00028854213
2022-03-01,21.25,87.25,0.00059134327
2022-03-01,21.25,87.75,0.0008812437
2022-03-01,20.75,90.25,0.00036726933
2022-03-01,21.5,91.0,0.005818443
2022-03-01,22.5,90.75,0.019703021
2022-03-01,21.0,88.25,0.00078956963
2022-03-01,22.0,91.0,0.00898352
2022-03-01,20.75,89.75,0.00027223054
2022-03-01,20.25,90.0,0.0020400207
2022-03-01,21.25,89.25,0.0017576265
2022-03-01,21.0,88.5,0.00091074756
2022-03-01,21.0,88.0,0.000686306
2022-03-01,20.75,89.25,0.00022231892
2022-03-01,20.25,88.5,0.0049391524
2022-03-01,21.25,89.0,0.0011773894
2022-03-01,21.5,90.25,0.056617554
2022-03-01,20.25,89.75,0.0020053298
2022-03-01,20.5,90.0,0.00083722925
2022-03-01,20.5,87.75,0.00021966414
2022-03-01,20.5,87.25,0.002505787
2022-03-01,21.75,89.5,0.022637669
2022-03-01,20.25,87.5,0.00065964495
2022-03-01,20.0,89.0,0.008238341
2022-03-01,20.75,90.5,0.00040267908
2022-03-01,21.25,88.75,0.0011480604
2022-03-01,21.75,87.75,0.001936142
2022-03-01,20.75,89.5,0.00026900313
2022-03-01,21.25,87.0,0.0009505676
2022-03-01,21.25,88.5,0.001309656
2022-03-01,21.75,90.75,0.043414835
2022-03-01,21.5,90.5,0.040970474
2022-03-01,20.0,87.75,0.008692125
2022-03-01,20.25,87.25,0.0032182096
2022-03-01,21.0,91.0,0.0005179165
2022-03-01,22.25,91.0,0.013479288
2022-03-01,21.5,88.5,0.0015053565
2022-03-01,21.75,91.0,0.0067192884
2022-03-01,20.25,90.25,0.0014498107
2022-03-01,20.75,88.25,0.00021219232
2022-03-01,20.75,87.25,0.0010165131
2022-03-01,21.75,90.5,0.093027785
2022-03-01,21.5,88.75,0.001394983
2022-03-01,21.0,89.0,0.00080501253
2022-03-01,21.5,87.25,0.0014659044
2022-03-01,21.0,89.5,0.0007089855
2022-03-01,20.0,89.75,0.0024131222
2022-03-01,22.0,90.75,0.008082866
2022-03-01,20.0,88.5,0.011125877
2022-03-01,21.75,90.0,0.03713378
2022-03-01,20.0,90.75,0.00022478445
2022-03-01,20.0,90.25,0.00093829155
2022-03-01,21.0,90.0,0.0023624536
2022-03-01,20.5,90.75,0.0002698969
2022-03-01,21.5,89.0,0.0017557042
2022-03-01,21.75,88.0,0.0011981286
2022-03-01,21.0,87.0,0.0017682882
2022-03-01,20.75,88.0,0.00019841621
2022-03-01,20.75,87.5,0.00038914787
2022-03-01,20.5,91.0,0.0002207396
2022-03-01,20.5,88.25,0.00065082795
